Probe Set Name	Description
ENSG00000011478_at	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:HGNC:25952]
ENSG00000011485_at	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]
ENSG00000011523_at	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:HGNC:29076]
ENSG00000011566_at	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
ENSG00000011590_at	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]
ENSG00000011600_at	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:HGNC:12449]
ENSG00000011638_at	transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136]
ENSG00000011677_at	gamma-aminobutyric acid (GABA) A receptor, alpha 3 [Source:HGNC Symbol;Acc:HGNC:4077]
ENSG00000012048_at	breast cancer 1, early onset [Source:HGNC Symbol;Acc:HGNC:1100]
ENSG00000012061_at	excision repair cross-complementation group 1 [Source:HGNC Symbol;Acc:HGNC:3433]
ENSG00000012124_at	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
ENSG00000012171_at	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:HGNC:10724]
ENSG00000012174_at	membrane-bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]
ENSG00000012211_at	prickle homolog 3 [Source:HGNC Symbol;Acc:HGNC:6645]
ENSG00000012223_at	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]
ENSG00000012232_at	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]
ENSG00000012504_at	nuclear receptor subfamily 1, group H, member 4 [Source:HGNC Symbol;Acc:HGNC:7967]
ENSG00000012660_at	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
ENSG00000012779_at	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
ENSG00000012817_at	lysine (K)-specific demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]
ENSG00000012822_at	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]
ENSG00000012963_at	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:HGNC:20344]
ENSG00000012983_at	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]
ENSG00000013016_at	EH-domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]
ENSG00000013275_at	proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:HGNC:9551]
ENSG00000013288_at	mannosidase, alpha, class 2B, member 2 [Source:HGNC Symbol;Acc:HGNC:29623]
ENSG00000013297_at	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]
ENSG00000013364_at	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]
ENSG00000013375_at	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]
ENSG00000013392_at	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]
ENSG00000013441_at	CDC-like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
ENSG00000013503_at	polymerase (RNA) III (DNA directed) polypeptide B [Source:HGNC Symbol;Acc:HGNC:30348]
ENSG00000013523_at	angel homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:19961]
ENSG00000013561_at	ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]
ENSG00000013563_at	deoxyribonuclease I-like 1 [Source:HGNC Symbol;Acc:HGNC:2957]
ENSG00000013573_at	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
ENSG00000013583_at	heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
ENSG00000013588_at	G protein-coupled receptor, class C, group 5, member A [Source:HGNC Symbol;Acc:HGNC:9836]
ENSG00000013619_at	mastermind-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]
ENSG00000013725_at	CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]
ENSG00000013810_at	transforming, acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]
ENSG00000014123_at	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]
ENSG00000014138_at	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]
ENSG00000014164_at	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]
ENSG00000014216_at	calpain 1, (mu/I) large subunit [Source:HGNC Symbol;Acc:HGNC:1476]
ENSG00000014257_at	acid phosphatase, prostate [Source:HGNC Symbol;Acc:HGNC:125]
ENSG00000014641_at	malate dehydrogenase 1, NAD (soluble) [Source:HGNC Symbol;Acc:HGNC:6970]
ENSG00000014824_at	solute carrier family 30 (zinc transporter), member 9 [Source:HGNC Symbol;Acc:HGNC:1329]
ENSG00000014914_at	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]
ENSG00000014919_at	cytochrome c oxidase assembly homolog 15 (yeast) [Source:HGNC Symbol;Acc:HGNC:2263]
ENSG00000015133_at	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
ENSG00000015153_at	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]
ENSG00000015171_at	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]
ENSG00000015285_at	Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]
ENSG00000015413_at	dipeptidase 1 (renal) [Source:HGNC Symbol;Acc:HGNC:3002]
ENSG00000015475_at	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]
ENSG00000015520_at	NPC1-like 1 [Source:HGNC Symbol;Acc:HGNC:7898]
ENSG00000015532_at	xylosyltransferase II [Source:HGNC Symbol;Acc:HGNC:15517]
ENSG00000015592_at	stathmin-like 4 [Source:HGNC Symbol;Acc:HGNC:16078]
ENSG00000015676_at	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]
ENSG00000016082_at	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]
ENSG00000016402_at	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:HGNC:6003]
ENSG00000016490_at	chloride channel accessory 1 [Source:HGNC Symbol;Acc:HGNC:2015]
ENSG00000016602_at	chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]
ENSG00000016864_at	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]
ENSG00000017260_at	ATPase, Ca++ transporting, type 2C, member 1 [Source:HGNC Symbol;Acc:HGNC:13211]
ENSG00000017427_at	insulin-like growth factor 1 (somatomedin C) [Source:HGNC Symbol;Acc:HGNC:5464]
ENSG00000017797_at	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]
ENSG00000018189_at	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]
ENSG00000018236_at	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]
ENSG00000018280_at	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10907]
ENSG00000018408_at	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]
ENSG00000018510_at	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]
ENSG00000018610_at	chromosome X open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26239]
ENSG00000018625_at	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:HGNC Symbol;Acc:HGNC:800]
ENSG00000018699_at	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]
ENSG00000019144_at	pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:HGNC:23697]
ENSG00000019169_at	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]
ENSG00000019186_at	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2602]
ENSG00000019485_at	PR domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13996]
ENSG00000019505_at	synaptotagmin XIII [Source:HGNC Symbol;Acc:HGNC:14962]
ENSG00000019549_at	snail family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:11094]
ENSG00000019582_at	CD74 molecule, major histocompatibility complex, class II invariant chain [Source:HGNC Symbol;Acc:HGNC:1697]
ENSG00000019991_at	hepatocyte growth factor (hepapoietin A; scatter factor) [Source:HGNC Symbol;Acc:HGNC:4893]
ENSG00000020129_at	neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597]
ENSG00000020181_at	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]
ENSG00000020256_at	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]
ENSG00000020577_at	sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]
ENSG00000020633_at	runt-related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]
ENSG00000020922_at	MRE11 homolog A, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]
ENSG00000021300_at	pleckstrin homology domain containing, family B (evectins) member 1 [Source:HGNC Symbol;Acc:HGNC:19079]
ENSG00000021355_at	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:HGNC:3311]
ENSG00000021461_at	cytochrome P450, family 3, subfamily A, polypeptide 43 [Source:HGNC Symbol;Acc:HGNC:17450]
ENSG00000021488_at	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9 [Source:HGNC Symbol;Acc:HGNC:11067]
ENSG00000021574_at	spastin [Source:HGNC Symbol;Acc:HGNC:11233]
ENSG00000021645_at	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]
ENSG00000021776_at	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]
ENSG00000021826_at	carbamoyl-phosphate synthase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:2323]
ENSG00000021852_at	complement component 8, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:1353]
ENSG00000022267_at	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]
ENSG00000022355_at	gamma-aminobutyric acid (GABA) A receptor, alpha 1 [Source:HGNC Symbol;Acc:HGNC:4075]
ENSG00000022556_at	NLR family, pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]
ENSG00000022840_at	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]
ENSG00000022976_at	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]
ENSG00000023041_at	zinc finger, DHHC-type containing 6 [Source:HGNC Symbol;Acc:HGNC:19160]
ENSG00000023171_at	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]
ENSG00000023191_at	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]
ENSG00000023228_at	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:HGNC:7707]
ENSG00000023287_at	RB1-inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
ENSG00000023318_at	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]
ENSG00000023330_at	5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]
ENSG00000023445_at	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]
ENSG00000023516_at	A kinase (PRKA) anchor protein 11 [Source:HGNC Symbol;Acc:HGNC:369]
ENSG00000023572_at	glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]
ENSG00000023608_at	small nuclear RNA activating complex, polypeptide 1, 43kDa [Source:HGNC Symbol;Acc:HGNC:11134]
ENSG00000023697_at	deoxyribose-phosphate aldolase (putative) [Source:HGNC Symbol;Acc:HGNC:24269]
ENSG00000023734_at	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
ENSG00000023839_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 2 [Source:HGNC Symbol;Acc:HGNC:53]
ENSG00000023892_at	DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]
ENSG00000023902_at	pleckstrin homology domain containing, family O member 1 [Source:HGNC Symbol;Acc:HGNC:24310]
ENSG00000023909_at	glutamate-cysteine ligase, modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]
ENSG00000024048_at	ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]
ENSG00000024422_at	EH-domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]
ENSG00000024862_at	coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]
ENSG00000025039_at	Ras-related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]
ENSG00000025156_at	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]
ENSG00000025293_at	PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]
ENSG00000025423_at	hydroxysteroid (17-beta) dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316]
ENSG00000025434_at	nuclear receptor subfamily 1, group H, member 3 [Source:HGNC Symbol;Acc:HGNC:7966]
ENSG00000025708_at	thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]
ENSG00000025770_at	non-SMC condensin II complex, subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]
ENSG00000025772_at	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]
ENSG00000025796_at	SEC63 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:21082]
ENSG00000025800_at	karyopherin alpha 6 (importin alpha 7) [Source:HGNC Symbol;Acc:HGNC:6399]
ENSG00000026025_at	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
ENSG00000026103_at	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]
ENSG00000026508_at	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
ENSG00000026559_at	potassium channel, voltage gated modifier subfamily G, member 1 [Source:HGNC Symbol;Acc:HGNC:6248]
ENSG00000026652_at	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]
ENSG00000026751_at	SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]
ENSG00000026950_at	butyrophilin, subfamily 3, member A1 [Source:HGNC Symbol;Acc:HGNC:1138]
ENSG00000027001_at	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]
ENSG00000027644_at	insulin receptor-related receptor [Source:HGNC Symbol;Acc:HGNC:6093]
ENSG00000027697_at	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]
ENSG00000027847_at	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 [Source:HGNC Symbol;Acc:HGNC:930]
ENSG00000027869_at	SH2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:10821]
ENSG00000028116_at	vaccinia related kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]
ENSG00000028137_at	tumor necrosis factor receptor superfamily, member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
ENSG00000028203_at	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]
ENSG00000028277_at	POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]
ENSG00000028310_at	bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]
ENSG00000028528_at	sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]
ENSG00000028839_at	TBP-like 1 [Source:HGNC Symbol;Acc:HGNC:11589]
ENSG00000029153_at	aryl hydrocarbon receptor nuclear translocator-like 2 [Source:HGNC Symbol;Acc:HGNC:18984]
ENSG00000029363_at	BCL2-associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]
ENSG00000029364_at	solute carrier family 39, member 9 [Source:HGNC Symbol;Acc:HGNC:20182]
ENSG00000029534_at	ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:HGNC:492]
ENSG00000029559_at	integrin-binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341]
ENSG00000029639_at	transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]
ENSG00000029725_at	rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]
ENSG00000029993_at	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]
ENSG00000030066_at	nucleoporin 160kDa [Source:HGNC Symbol;Acc:HGNC:18017]
ENSG00000030304_at	muscle, skeletal, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]
ENSG00000030582_at	granulin [Source:HGNC Symbol;Acc:HGNC:4601]
ENSG00000031003_at	family with sequence similarity 13, member B [Source:HGNC Symbol;Acc:HGNC:1335]
ENSG00000031691_at	centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]
ENSG00000031698_at	seryl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:10537]
ENSG00000031823_at	RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]
ENSG00000032219_at	AT rich interactive domain 4A (RBP1-like) [Source:HGNC Symbol;Acc:HGNC:9885]
ENSG00000032389_at	tumor suppressing subtransferable candidate 1 [Source:HGNC Symbol;Acc:HGNC:12383]
ENSG00000032444_at	patatin-like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
ENSG00000032742_at	intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606]
ENSG00000033030_at	zinc finger, CCHC domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]
ENSG00000033050_at	ATP-binding cassette, sub-family F (GCN20), member 2 [Source:HGNC Symbol;Acc:HGNC:71]
ENSG00000033100_at	chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]
ENSG00000033170_at	fucosyltransferase 8 (alpha (1,6) fucosyltransferase) [Source:HGNC Symbol;Acc:HGNC:4019]
ENSG00000033178_at	ubiquitin-like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]
ENSG00000033327_at	GRB2-associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]
ENSG00000033627_at	ATPase, H+ transporting, lysosomal V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]
ENSG00000033800_at	protein inhibitor of activated STAT, 1 [Source:HGNC Symbol;Acc:HGNC:2752]
ENSG00000033867_at	solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:HGNC Symbol;Acc:HGNC:11033]
ENSG00000034053_at	amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:HGNC Symbol;Acc:HGNC:579]
ENSG00000034152_at	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]
ENSG00000034239_at	EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678]
ENSG00000034510_at	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]
ENSG00000034533_at	asteroid homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25021]
ENSG00000034677_at	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]
ENSG00000034693_at	peroxisomal biogenesis factor 3 [Source:HGNC Symbol;Acc:HGNC:8858]
ENSG00000034713_at	GABA(A) receptor-associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]
ENSG00000034971_at	myocilin, trabecular meshwork inducible glucocorticoid response [Source:HGNC Symbol;Acc:HGNC:7610]
ENSG00000035115_at	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]
ENSG00000035141_at	family with sequence similarity 136, member A [Source:HGNC Symbol;Acc:HGNC:25911]
ENSG00000035403_at	vinculin [Source:HGNC Symbol;Acc:HGNC:12665]
ENSG00000035664_at	death-associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]
ENSG00000035681_at	neutral sphingomyelinase (N-SMase) activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
ENSG00000035687_at	adenylosuccinate synthase [Source:HGNC Symbol;Acc:HGNC:292]
ENSG00000035720_at	signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]
ENSG00000035862_at	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]
ENSG00000035928_at	replication factor C (activator 1) 1, 145kDa [Source:HGNC Symbol;Acc:HGNC:9969]
ENSG00000036257_at	cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]
ENSG00000036448_at	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]
ENSG00000036530_at	cytochrome P450, family 46, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2641]
ENSG00000036549_at	zinc finger, ZZ-type containing 3 [Source:HGNC Symbol;Acc:HGNC:24523]
ENSG00000036565_at	solute carrier family 18 (vesicular monoamine transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10934]
ENSG00000036672_at	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]
ENSG00000036828_at	calcium-sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]
ENSG00000037042_at	tubulin, gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]
ENSG00000037280_at	fms-related tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]
ENSG00000037637_at	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
ENSG00000037749_at	microfibrillar-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:7034]
ENSG00000037897_at	methyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:7030]
ENSG00000038002_at	aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]
ENSG00000038274_at	methionine adenosyltransferase II, beta [Source:HGNC Symbol;Acc:HGNC:6905]
ENSG00000038382_at	trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]
ENSG00000038427_at	versican [Source:HGNC Symbol;Acc:HGNC:2464]
ENSG00000038532_at	C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:HGNC:29013]
ENSG00000038945_at	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]
ENSG00000039068_at	cadherin 1, type 1 [Source:HGNC Symbol;Acc:HGNC:1748]
ENSG00000039123_at	superkiller viralicidic activity 2-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:18734]
ENSG00000039319_at	zinc finger, FYVE domain containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]
ENSG00000039523_at	family with sequence similarity 65, member A [Source:HGNC Symbol;Acc:HGNC:25836]
ENSG00000039537_at	complement component 6 [Source:HGNC Symbol;Acc:HGNC:1339]
ENSG00000039560_at	retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]
ENSG00000039600_at	SRY (sex determining region Y)-box 30 [Source:HGNC Symbol;Acc:HGNC:30635]
ENSG00000039650_at	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]
ENSG00000039987_at	bestrophin 2 [Source:HGNC Symbol;Acc:HGNC:17107]
ENSG00000040199_at	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]
ENSG00000040275_at	spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]
ENSG00000040341_at	staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]
ENSG00000040531_at	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]
ENSG00000040731_at	cadherin 10, type 2 (T2-cadherin) [Source:HGNC Symbol;Acc:HGNC:1749]
ENSG00000040933_at	inositol polyphosphate-4-phosphatase, type I, 107kDa [Source:HGNC Symbol;Acc:HGNC:6074]
